,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing,LW_in,a,vp_a,Discharge
0,2019-01-30 17:00:00,0.0,-8.3,85.0,0.5,2.871,5.002,0,888.8,0,188.295,0.0,0.0,3.58
1,2019-01-30 17:15:00,0.0,-8.8,84.9,0.4,2.153,3.752,0,889.0,0,188.317,0.35,2.666,3.58
2,2019-01-30 17:30:00,0.0,-9.3,84.3,0.6,1.436,2.501,0,889.0,0,188.339,0.35,2.545,3.58
3,2019-01-30 17:45:00,0.0,-9.7,86.9,0.5,0.718,1.25,0,889.0,0,188.361,0.35,2.542,3.58
4,2019-01-30 18:00:00,0.0,-10.0,85.6,0.4,0.0,0.0,0,888.9,0,188.383,0.35,2.445,3.58
5,2019-01-30 18:15:00,0.0,-10.1,88.0,0.4,0.0,0.0,0,889.0,0,188.807,0.35,2.494,3.58
6,2019-01-30 18:30:00,0.0,-10.4,88.8,0.5,0.0,0.0,0,889.0,0,189.232,0.35,2.457,3.58
7,2019-01-30 18:45:00,0.0,-10.7,87.4,0.5,0.0,0.0,0,888.9,0,189.656,0.35,2.362,3.58
8,2019-01-30 19:00:00,0.0,-11.0,88.3,0.4,0.0,0.0,0,888.7,0,190.08,0.35,2.329,3.58
9,2019-01-30 19:15:00,0.0,-10.9,88.0,0.4,0.0,0.0,0,888.6,0,187.971,0.35,2.34,3.58
10,2019-01-30 19:30:00,0.0,-11.0,90.0,0.5,0.0,0.0,0,888.6,0,185.862,0.35,2.374,3.58
11,2019-01-30 19:45:00,0.0,-11.2,88.9,0.3,0.0,0.0,0,888.6,0,183.753,0.35,2.308,3.58
12,2019-01-30 20:00:00,0.0,-11.2,87.7,0.4,0.0,0.0,0,888.4,0,181.644,0.35,2.277,3.58
13,2019-01-30 20:15:00,0.0,-11.1,90.2,0.3,0.0,0.0,0,888.3,0,184.875,0.35,2.36,3.58
14,2019-01-30 20:30:00,0.0,-11.2,88.0,0.6,0.0,0.0,0,888.3,0,188.106,0.35,2.285,3.58
15,2019-01-30 20:45:00,0.0,-11.5,87.4,0.6,0.0,0.0,0,888.2,0,191.338,0.35,2.215,3.58
16,2019-01-30 21:00:00,0.0,-11.6,89.6,0.4,0.0,0.0,0,888.0,0,194.569,0.35,2.253,3.58
17,2019-01-30 21:15:00,0.0,-11.5,90.1,0.4,0.0,0.0,0,888.0,0,196.634,0.35,2.283,3.58
18,2019-01-30 21:30:00,0.0,-11.6,90.2,0.5,0.0,0.0,0,888.1,0,198.7,0.35,2.268,3.58
19,2019-01-30 21:45:00,0.0,-11.3,89.4,0.4,0.0,0.0,0,888.0,0,200.765,0.35,2.302,3.58
20,2019-01-30 22:00:00,0.0,-11.1,89.8,0.4,0.0,0.0,0,887.8,0,202.831,0.35,2.35,3.58
21,2019-01-30 22:15:00,0.0,-10.9,88.4,0.4,0.0,0.0,0,887.5,0,204.417,0.35,2.351,3.58
22,2019-01-30 22:30:00,0.0,-10.9,88.7,0.4,0.0,0.0,0,887.3,0,206.003,0.35,2.359,3.58
23,2019-01-30 22:45:00,0.0,-10.6,88.4,0.4,0.0,0.0,0,887.2,0,207.589,0.35,2.408,3.58
24,2019-01-30 23:00:00,0.0,-10.9,88.1,0.4,0.0,0.0,0,887.1,0,209.175,0.35,2.343,3.58
25,2019-01-30 23:15:00,0.0,-10.5,86.7,0.5,0.0,0.0,0,887.1,0,214.751,0.35,2.38,3.58
26,2019-01-30 23:30:00,0.0,-10.0,90.3,0.4,0.0,0.0,0,886.9,0,220.328,0.35,2.58,3.58
27,2019-01-30 23:45:00,0.0,-9.8,88.5,0.3,0.0,0.0,0,886.7,0,225.904,0.35,2.569,3.58
28,2019-01-31 00:00:00,0.0,-9.4,88.1,0.5,0.0,0.0,0,886.6,0,231.48,0.35,2.639,3.58
29,2019-01-31 00:15:00,0.0,-9.1,87.3,0.3,0.0,0.0,0,886.4,0,236.122,0.35,2.678,3.58
30,2019-01-31 00:30:00,0.0,-9.0,88.2,0.4,0.0,0.0,0,886.6,0,240.764,0.35,2.727,3.58
31,2019-01-31 00:45:00,0.0,-8.8,87.5,0.6,0.0,0.0,0,886.6,0,245.406,0.35,2.748,3.58
32,2019-01-31 01:00:00,0.0,-8.5,88.0,0.3,0.0,0.0,0,886.5,0,250.048,0.35,2.829,3.58
33,2019-01-31 01:15:00,0.0,-8.4,87.5,0.4,0.0,0.0,0,886.6,0,247.204,0.35,2.835,3.58
34,2019-01-31 01:30:00,0.0,-8.1,88.3,0.4,0.0,0.0,0,886.7,0,244.36,0.35,2.929,3.58
35,2019-01-31 01:45:00,0.0,-7.8,89.2,0.7,0.0,0.0,0,886.4,0,241.517,0.35,3.029,3.58
36,2019-01-31 02:00:00,0.0,-7.4,89.5,0.3,0.0,0.0,0,886.2,0,238.673,0.35,3.135,3.58
37,2019-01-31 02:15:00,0.0,-7.3,88.9,0.3,0.0,0.0,0,886.0,0,243.432,0.35,3.138,3.58
38,2019-01-31 02:30:00,0.0,-7.3,89.3,0.3,0.0,0.0,0,885.8,0,248.192,0.35,3.152,3.58
39,2019-01-31 02:45:00,0.0,-7.1,89.6,0.3,0.0,0.0,0,885.8,0,252.951,0.35,3.212,3.58
40,2019-01-31 03:00:00,0.0,-7.0,89.7,0.4,0.0,0.0,0,886.0,0,257.71,0.35,3.241,3.58
41,2019-01-31 03:15:00,0.0,-6.8,89.4,0.5,0.0,0.0,0,886.0,0,253.412,0.35,3.28,3.58
42,2019-01-31 03:30:00,0.0,-6.6,89.8,0.4,0.0,0.0,0,886.0,0,249.114,0.35,3.346,3.58
43,2019-01-31 03:45:00,0.0,-6.6,89.4,0.4,0.0,0.0,0,885.9,0,244.817,0.35,3.331,3.58
44,2019-01-31 04:00:00,0.0,-6.6,89.1,0.3,0.0,0.0,0,885.8,0,240.519,0.35,3.32,3.58
45,2019-01-31 04:15:00,0.0,-6.6,89.5,0.3,0.0,0.0,0,885.7,0,243.282,0.35,3.335,3.58
46,2019-01-31 04:30:00,0.0,-6.5,89.4,0.4,0.0,0.0,0,885.7,0,246.045,0.35,3.357,3.58
47,2019-01-31 04:45:00,0.0,-6.5,89.7,0.4,0.0,0.0,0,885.6,0,248.808,0.35,3.368,3.58
48,2019-01-31 05:00:00,0.0,-6.4,89.8,0.3,0.0,0.0,0,885.6,0,251.571,0.35,3.398,3.58
49,2019-01-31 05:15:00,0.0,-6.1,91.6,0.7,0.0,0.0,0,885.6,0,245.949,0.35,3.547,3.58
50,2019-01-31 05:30:00,0.0,-5.5,91.7,0.9,0.0,0.0,0,885.4,0,240.328,0.35,3.717,3.58
51,2019-01-31 05:45:00,0.0,-5.0,91.4,0.5,0.0,0.0,0,885.5,0,234.706,0.35,3.849,3.58
52,2019-01-31 06:00:00,0.0,-4.6,90.8,0.3,0.0,0.0,0,885.5,0,229.084,0.35,3.941,3.58
53,2019-01-31 06:15:00,0.0,-4.6,90.9,0.2,0.0,0.0,0,885.6,0,234.019,0.35,3.946,3.58
54,2019-01-31 06:30:00,0.0,-4.5,91.0,0.8,0.0,0.0,0,885.7,0,238.954,0.35,3.98,3.58
55,2019-01-31 06:45:00,0.0,-4.1,91.7,0.7,0.0,0.0,0,885.7,0,243.888,0.35,4.134,3.58
56,2019-01-31 07:00:00,0.0,-3.9,90.9,0.8,0.0,0.0,0,885.9,0,248.823,0.35,4.16,3.58
57,2019-01-31 07:15:00,0.035,-3.8,90.0,0.8,2.815,3.174,0,885.9,0,249.683,0.35,4.15,3.58
58,2019-01-31 07:30:00,0.074,-3.6,89.3,0.9,5.63,6.349,0,886.1,0,250.543,0.35,4.18,3.58
59,2019-01-31 07:45:00,0.111,-3.5,88.4,0.7,8.445,9.524,0,886.1,0,251.403,0.35,4.169,3.58
60,2019-01-31 08:00:00,0.148,-3.4,88.4,0.7,11.26,12.698,0,886.1,0,252.263,0.35,4.2,3.58
61,2019-01-31 08:15:00,0.183,-3.1,89.6,0.2,14.852,23.87,0,886.2,0,252.495,0.35,4.354,3.58
62,2019-01-31 08:30:00,0.217,-3.1,89.3,0.6,18.444,35.043,0,886.3,0,252.728,0.35,4.339,3.58
63,2019-01-31 08:45:00,0.249,-3.0,89.9,0.4,22.036,46.216,0,886.4,0,252.96,0.35,4.401,3.58
64,2019-01-31 09:00:00,0.279,-2.7,89.5,0.3,25.628,57.388,0,886.4,0,253.192,0.35,4.481,3.58
65,2019-01-31 09:15:00,0.308,-2.5,88.5,0.1,49.115,66.316,0,886.3,0,251.907,0.35,4.497,3.58
66,2019-01-31 09:30:00,0.334,-2.4,86.3,0.5,72.602,75.245,0,886.3,0,250.622,0.35,4.418,3.58
67,2019-01-31 09:45:00,0.358,-1.9,83.1,0.2,96.089,84.174,0,886.3,0,249.336,0.35,4.415,3.58
68,2019-01-31 10:00:00,0.379,-2.1,82.3,0.2,119.576,93.102,0,886.2,0,248.051,0.35,4.308,0.0
69,2019-01-31 10:15:00,0.398,-1.6,83.2,0.2,147.142,99.876,0,886.1,0,239.427,0.35,4.519,0.0
70,2019-01-31 10:30:00,0.415,-1.0,80.7,0.2,174.709,106.651,0,886.0,0,230.803,0.35,4.581,0.0
71,2019-01-31 10:45:00,0.428,-1.6,82.0,0.2,202.275,113.426,0,885.8,0,222.179,0.35,4.454,0.0
72,2019-01-31 11:00:00,0.439,-1.7,84.5,0.2,229.841,120.2,0,885.5,0,213.555,0.35,4.556,0.0
73,2019-01-31 11:15:00,0.446,-1.1,82.5,0.7,240.96,121.629,0,885.2,0,217.948,0.35,4.649,0.0
74,2019-01-31 11:30:00,0.451,-0.7,83.8,0.7,252.078,123.059,0,885.0,0,222.341,0.35,4.863,0.0
75,2019-01-31 11:45:00,0.452,-0.7,80.5,0.7,263.197,124.488,0,884.6,0,226.734,0.35,4.671,0.0
76,2019-01-31 12:00:00,0.451,-1.0,82.9,0.8,274.316,125.917,0,884.4,0,231.127,0.35,4.706,0.0
77,2019-01-31 12:15:00,0.446,-1.2,82.3,0.5,251.966,132.114,0,884.1,0,232.275,0.35,4.604,0.0
78,2019-01-31 12:30:00,0.438,-1.0,82.2,0.6,229.616,138.312,0,884.1,0,233.424,0.35,4.666,0.0
79,2019-01-31 12:45:00,0.427,-1.2,82.0,0.9,207.267,144.51,0,884.0,0,234.572,0.35,4.587,0.0
80,2019-01-31 13:00:00,0.414,-1.2,82.0,0.6,184.917,150.707,0,884.0,0,235.72,0.35,4.587,0.0
81,2019-01-31 13:15:00,0.397,-1.2,81.5,0.9,160.132,145.638,0,884.2,0,239.797,0.35,4.559,0.0
82,2019-01-31 13:30:00,0.378,-1.2,80.8,0.5,135.346,140.568,0,884.3,0,243.873,0.35,4.52,0.0
83,2019-01-31 13:45:00,0.356,-1.2,80.1,0.3,110.561,135.498,0,884.1,0,247.95,0.35,4.481,0.0
84,2019-01-31 14:00:00,0.332,-1.2,77.7,0.4,85.776,130.429,0,883.9,0,252.027,0.35,4.346,3.58
85,2019-01-31 14:15:00,0.306,-1.3,81.8,0.3,70.393,123.424,0,883.5,0,255.126,0.35,4.542,3.58
86,2019-01-31 14:30:00,0.277,-1.1,80.8,0.3,55.01,116.418,0,883.2,0,258.225,0.35,4.553,3.58
87,2019-01-31 14:45:00,0.247,-1.2,80.0,0.4,39.628,109.412,0,883.1,0,261.323,0.35,4.475,3.58
88,2019-01-31 15:00:00,0.215,-1.5,83.7,0.4,24.245,102.407,0,883.0,0,264.422,0.35,4.58,3.58
89,2019-01-31 15:15:00,0.181,-1.5,83.8,0.5,18.512,89.927,0,883.0,0,265.921,0.35,4.585,3.58
90,2019-01-31 15:30:00,0.145,-1.5,81.2,0.7,12.778,77.446,0,883.0,0,267.42,0.35,4.443,3.58
91,2019-01-31 15:45:00,0.109,-1.4,82.1,0.4,7.044,64.966,0,882.7,0,268.919,0.35,4.525,3.58
92,2019-01-31 16:00:00,0.071,-1.7,84.0,0.2,1.311,52.486,0,882.3,0,270.418,0.35,4.529,3.58
93,2019-01-31 16:15:00,0.032,-2.0,86.3,0.3,0.983,40.493,0,882.1,0,268.754,0.35,4.551,3.58
94,2019-01-31 16:30:00,0.0,-2.1,85.1,0.2,0.656,28.5,0,882.3,0,267.09,0.35,4.454,3.58
95,2019-01-31 16:45:00,0.0,-2.2,86.7,0.4,0.328,16.507,0,882.4,0,265.426,0.35,4.505,3.58
96,2019-01-31 17:00:00,0.0,-2.2,87.8,0.7,0.0,4.514,0,882.4,0,263.762,0.35,4.562,3.58
97,2019-01-31 17:15:00,0.0,-2.2,88.4,0.4,0.0,3.386,0,882.5,0,266.064,0.35,4.593,3.58
98,2019-01-31 17:30:00,0.0,-2.1,89.0,0.2,0.0,2.257,0,882.4,0,268.366,0.35,4.659,3.58
99,2019-01-31 17:45:00,0.0,-2.2,87.8,0.2,0.0,1.128,0,882.3,0,270.668,0.35,4.562,3.58
100,2019-01-31 18:00:00,0.0,-2.1,88.3,0.3,0.0,0.0,0,881.9,0,272.97,0.35,4.622,3.58
101,2019-01-31 18:15:00,0.0,-2.2,89.4,0.2,0.0,0.0,0,881.8,0,276.555,0.35,4.645,3.58
102,2019-01-31 18:30:00,0.0,-2.2,89.3,0.2,0.0,0.0,0,881.7,0,280.14,0.35,4.64,3.58
103,2019-01-31 18:45:00,0.0,-2.2,88.4,0.2,0.0,0.0,0,881.8,0,283.725,0.35,4.593,3.58
104,2019-01-31 19:00:00,0.0,-2.2,87.6,0.4,0.0,0.0,0,882.0,0,287.31,0.35,4.551,3.58
105,2019-01-31 19:15:00,0.0,-2.3,87.3,0.3,0.0,0.0,0,882.0,0,284.561,0.35,4.502,3.58
106,2019-01-31 19:30:00,0.0,-2.3,88.4,0.5,0.0,0.0,0,882.0,0,281.812,0.35,4.559,3.58
107,2019-01-31 19:45:00,0.0,-2.4,88.9,0.3,0.0,0.0,0,882.0,0,279.063,0.35,4.551,3.58
108,2019-01-31 20:00:00,0.0,-2.5,89.5,0.3,0.0,0.0,0,882.0,0,276.314,0.35,4.548,3.58
109,2019-01-31 20:15:00,0.0,-2.8,89.8,0.4,0.0,0.0,0,881.8,0,273.29,0.35,4.462,3.58
110,2019-01-31 20:30:00,0.0,-3.2,89.1,0.3,0.0,0.0,0,881.8,0,270.265,0.35,4.297,3.58
111,2019-01-31 20:45:00,0.0,-3.4,90.0,0.4,0.0,0.0,0,881.7,0,267.24,0.35,4.276,3.58
112,2019-01-31 21:00:00,0.0,-3.4,90.4,0.5,0.0,0.0,0,881.7,0,264.216,0.35,4.295,3.58
113,2019-01-31 21:15:00,0.0,-3.5,91.2,0.3,0.0,0.0,0,881.6,0,268.903,0.35,4.301,3.58
114,2019-01-31 21:30:00,0.0,-3.3,91.3,0.3,0.0,0.0,0,881.6,0,273.589,0.35,4.37,3.58
115,2019-01-31 21:45:00,0.0,-3.2,91.0,0.4,0.0,0.0,0,881.5,0,278.275,0.35,4.389,3.58
116,2019-01-31 22:00:00,0.0,-3.2,90.4,0.3,0.0,0.0,0,881.5,0,282.962,0.35,4.36,3.58
117,2019-01-31 22:15:00,0.0,-3.2,90.7,0.4,0.0,0.0,0,881.6,0,283.368,0.35,4.374,3.58
118,2019-01-31 22:30:00,0.0,-3.1,91.1,0.3,0.0,0.0,0,881.4,0,283.774,0.35,4.427,3.58
119,2019-01-31 22:45:00,0.0,-3.2,91.1,0.3,0.0,0.0,0,881.5,0,284.179,0.35,4.394,3.58
120,2019-01-31 23:00:00,0.0,-3.2,91.0,0.3,0.0,0.0,0,881.6,0,284.585,0.35,4.389,3.58
121,2019-01-31 23:15:00,0.0,-3.3,91.1,0.3,0.0,0.0,0,881.7,0,284.114,0.35,4.361,3.58
122,2019-01-31 23:30:00,0.0,-3.3,91.3,0.5,0.0,0.0,0,882.0,0,283.644,0.35,4.37,3.58
123,2019-01-31 23:45:00,0.0,-3.2,91.6,0.5,0.0,0.0,0,881.4,0,283.174,0.35,4.418,3.58
124,2019-02-01 00:00:00,0.0,-3.2,91.6,0.5,0.0,0.0,0,881.5,0,282.703,0.35,4.418,3.58
125,2019-02-01 00:15:00,0.0,-2.8,90.8,0.5,0.0,0.0,0,881.9,0,281.948,0.35,4.512,3.58
126,2019-02-01 00:30:00,0.0,-2.8,91.6,0.4,0.0,0.0,0,881.8,0,281.194,0.35,4.552,3.58
127,2019-02-01 00:45:00,0.0,-2.8,91.4,0.5,0.0,0.0,0,881.7,0,280.439,0.35,4.542,3.58
128,2019-02-01 01:00:00,0.0,-2.8,91.5,0.3,0.0,0.0,0,881.7,0,279.684,0.35,4.547,3.58
129,2019-02-01 01:15:00,0.0,-2.8,91.7,0.6,0.0,0.0,0,881.7,0,281.898,0.35,4.557,3.58
130,2019-02-01 01:30:00,0.0,-2.6,92.0,0.4,0.0,0.0,0,881.8,0,284.112,0.35,4.64,3.58
131,2019-02-01 01:45:00,0.0,-2.4,93.0,1.1,0.0,0.0,0,881.7,0,286.326,0.35,4.761,3.58
132,2019-02-01 02:00:00,0.0,-0.8,91.4,0.4,0.0,0.0,0,881.7,0,288.54,0.35,5.265,3.58
133,2019-02-01 02:15:00,0.0,-0.8,93.2,0.3,0.0,0.0,0,881.5,0,288.396,0.35,5.369,3.58
134,2019-02-01 02:30:00,0.0,-0.6,93.8,0.6,0.0,0.0,0,881.5,0,288.253,0.35,5.483,3.58
135,2019-02-01 02:45:00,0.0,-0.5,93.8,0.3,0.0,0.0,0,881.6,0,288.11,0.35,5.523,3.58
136,2019-02-01 03:00:00,0.0,-0.3,94.2,0.5,0.0,0.0,0,881.7,0,287.966,0.35,5.628,3.58
137,2019-02-01 03:15:00,0.0,0.0,92.9,0.3,0.0,0.0,0,881.7,0,287.784,0.35,5.673,0.0
138,2019-02-01 03:30:00,0.0,-0.2,92.5,0.4,0.0,0.0,0,881.3,0,287.602,0.35,5.567,3.58
139,2019-02-01 03:45:00,0.0,-0.3,93.0,0.3,0.0,0.0,0,881.0,0,287.419,0.35,5.557,3.58
140,2019-02-01 04:00:00,0.0,-0.5,93.1,0.4,0.0,0.0,0,880.9,0,287.237,0.35,5.482,3.58
141,2019-02-01 04:15:00,0.0,-0.6,93.5,0.3,0.0,0.0,0,880.7,0,287.549,0.35,5.465,3.58
142,2019-02-01 04:30:00,0.0,-0.6,93.9,0.4,0.0,0.0,0,880.6,0,287.862,0.35,5.489,3.58
143,2019-02-01 04:45:00,0.0,-0.4,94.5,0.4,0.0,0.0,0,880.6,0,288.174,0.35,5.605,3.58
144,2019-02-01 05:00:00,0.0,-0.4,94.4,0.4,0.0,0.0,0,880.6,0,288.486,0.35,5.599,3.58
145,2019-02-01 05:15:00,0.0,-0.3,94.4,0.3,0.0,0.0,0,880.9,0,289.102,0.35,5.64,3.58
146,2019-02-01 05:30:00,0.0,-0.3,94.3,0.8,0.0,0.0,0,880.8,0,289.718,0.35,5.634,3.58
147,2019-02-01 05:45:00,0.0,0.0,94.5,0.5,0.0,0.0,0,880.8,0,290.334,0.35,5.771,0.0
148,2019-02-01 06:00:00,0.0,0.0,94.5,0.4,0.0,0.0,0,880.9,0,290.95,0.35,5.771,0.0
149,2019-02-01 06:15:00,0.0,-0.2,94.4,0.7,0.0,0.0,0,880.8,0,289.515,0.35,5.682,3.58
150,2019-02-01 06:30:00,0.0,0.0,94.7,0.5,0.0,0.0,0,880.9,0,288.08,0.35,5.783,0.0
151,2019-02-01 06:45:00,0.0,0.0,94.4,0.2,0.0,0.0,0,880.9,0,286.645,0.35,5.765,0.0
152,2019-02-01 07:00:00,0.0,0.0,94.5,0.3,0.0,0.0,0,881.0,0,285.21,0.35,5.771,0.0
153,2019-02-01 07:15:00,0.038,0.0,94.4,0.3,0.0,2.961,0,881.0,0,286.528,0.35,5.765,0.0
154,2019-02-01 07:30:00,0.077,0.0,94.4,0.3,0.0,5.922,0,881.0,0,287.846,0.35,5.765,0.0
155,2019-02-01 07:45:00,0.115,0.1,94.5,0.3,0.0,8.882,0,881.1,0,289.163,0.35,5.813,0.0
156,2019-02-01 08:00:00,0.152,0.1,94.6,0.2,0.0,11.843,0,881.1,0,290.481,0.35,5.819,0.0
157,2019-02-01 08:15:00,0.187,0.2,94.7,0.2,0.0,14.933,0,881.0,0,291.244,0.35,5.868,0.0
158,2019-02-01 08:30:00,0.221,0.2,94.5,0.4,0.0,18.022,0,881.2,0,292.008,0.35,5.856,0.0
159,2019-02-01 08:45:00,0.253,0.2,94.6,0.4,0.0,21.112,0,881.3,0,292.772,0.35,5.862,0.0
160,2019-02-01 09:00:00,0.283,0.3,94.5,0.2,0.0,24.202,0,881.3,0,293.535,0.35,5.898,0.0
161,2019-02-01 09:15:00,0.312,0.3,94.6,0.3,0.0,33.493,0,881.1,0,293.182,0.35,5.905,0.0
162,2019-02-01 09:30:00,0.338,0.3,94.3,0.1,0.0,42.784,0,881.3,0,292.828,0.35,5.886,0.0
163,2019-02-01 09:45:00,0.362,0.4,94.4,0.3,0.001,52.075,0,881.0,0,292.474,0.35,5.935,0.0
164,2019-02-01 10:00:00,0.384,0.4,94.2,0.4,0.001,61.366,0,881.2,0,292.121,0.35,5.922,0.0
165,2019-02-01 10:15:00,0.403,0.4,94.1,0.3,0.224,65.61,0,881.1,0,291.342,0.35,5.916,0.0
166,2019-02-01 10:30:00,0.419,0.4,94.1,0.2,0.448,69.853,0,880.9,0,290.562,0.35,5.916,0.0
167,2019-02-01 10:45:00,0.433,0.4,94.0,0.3,0.672,74.096,0,880.7,0,289.783,0.35,5.91,0.0
168,2019-02-01 11:00:00,0.444,0.3,93.7,0.1,0.895,78.34,0,880.5,0,289.004,0.35,5.848,0.0
169,2019-02-01 11:15:00,0.451,0.3,93.6,0.2,0.742,80.056,0,880.3,0,290.426,0.35,5.842,0.0
170,2019-02-01 11:30:00,0.456,0.3,93.6,0.1,0.59,81.773,0,879.8,0,291.847,0.35,5.842,0.0
171,2019-02-01 11:45:00,0.457,0.4,93.6,0.2,0.437,83.489,0,879.3,0,293.268,0.35,5.885,0.0
172,2019-02-01 12:00:00,0.456,0.4,93.5,0.3,0.285,85.205,0,879.0,0,294.69,0.35,5.878,0.0
173,2019-02-01 12:15:00,0.451,0.3,93.8,0.1,5.65,91.511,0,878.8,0,294.591,0.35,5.855,0.0
174,2019-02-01 12:30:00,0.443,0.4,93.7,0.3,11.014,97.816,0,878.5,0,294.492,0.35,5.891,0.0
175,2019-02-01 12:45:00,0.432,0.3,93.9,0.2,16.378,104.122,0,878.4,0,294.392,0.35,5.861,0.0
176,2019-02-01 13:00:00,0.418,0.4,94.0,0.1,21.743,110.428,0,878.2,0,294.293,0.35,5.91,0.0
177,2019-02-01 13:15:00,0.402,0.3,93.9,0.4,17.321,116.092,0,878.1,0,291.324,0.35,5.861,0.0
178,2019-02-01 13:30:00,0.383,0.3,94.0,0.3,12.9,121.756,0,877.9,0,288.355,0.35,5.867,0.0
179,2019-02-01 13:45:00,0.361,0.3,94.2,0.3,8.478,127.42,0,877.8,0,285.386,0.35,5.88,0.0
180,2019-02-01 14:00:00,0.337,0.2,94.1,0.1,4.056,133.084,0,877.5,0,282.417,0.35,5.831,0.0
181,2019-02-01 14:15:00,0.31,0.2,94.1,0.3,3.21,116.605,0,877.4,0,285.237,0.35,5.831,0.0
182,2019-02-01 14:30:00,0.282,0.1,93.9,0.3,2.364,100.126,0,877.5,0,288.057,0.35,5.776,0.0
183,2019-02-01 14:45:00,0.251,0.1,94.1,0.1,1.517,83.646,0,877.4,0,290.877,0.35,5.789,0.0
184,2019-02-01 15:00:00,0.219,0.0,94.2,0.3,0.671,67.167,0,877.1,0,293.697,0.35,5.753,0.0
185,2019-02-01 15:15:00,0.185,0.0,94.4,0.3,0.503,55.35,0,877.1,0,294.182,0.35,5.765,0.0
186,2019-02-01 15:30:00,0.15,0.0,94.5,0.2,0.336,43.532,0,877.0,0,294.666,0.35,5.771,0.0
187,2019-02-01 15:45:00,0.113,0.0,94.5,0.2,0.168,31.715,0,877.2,0,295.15,0.35,5.771,0.0
188,2019-02-01 16:00:00,0.075,0.0,94.5,0.4,0.0,19.898,0,877.4,0,295.635,0.35,5.771,0.0
189,2019-02-01 16:15:00,0.036,0.0,94.4,0.352,0.0,15.324,0,878.0,2,295.879,0.35,5.765,0.0
190,2019-02-01 16:30:00,0.0,-0.2,94.0,0.397,0.0,10.75,0,878.1,2,296.123,0.35,5.658,3.58
191,2019-02-01 16:45:00,0.0,-0.3,94.1,0.443,0.0,6.175,0,878.2,2,296.367,0.35,5.622,3.58
192,2019-02-01 17:00:00,0.0,-0.4,93.8,0.488,0.0,1.601,0,878.5,2,296.611,0.35,5.564,3.58
193,2019-02-01 17:15:00,0.0,-0.5,93.5,0.531,0.0,1.201,0,878.5,2,295.407,0.35,5.506,3.58
194,2019-02-01 17:30:00,0.0,-0.5,93.8,0.574,0.0,0.8,0,878.8,2,294.203,0.35,5.523,3.58
195,2019-02-01 17:45:00,0.0,-0.5,93.5,0.617,0.0,0.4,0,879.2,2,293.0,0.35,5.506,3.58
196,2019-02-01 18:00:00,0.0,-0.5,93.7,0.659,0.0,0.0,0,879.3,2,291.796,0.35,5.517,3.58
197,2019-02-01 18:15:00,0.0,-0.5,93.6,0.678,0.0,0.0,0,879.4,2,293.0,0.35,5.511,3.58
198,2019-02-01 18:30:00,0.0,-0.4,94.0,0.697,0.0,0.0,0,879.6,2,294.203,0.35,5.576,3.58
199,2019-02-01 18:45:00,0.0,-0.2,94.2,0.716,0.0,0.0,0,879.7,2,295.406,0.35,5.67,3.58
200,2019-02-01 19:00:00,0.0,0.0,94.4,0.735,0.0,0.0,0,879.8,2,296.61,0.35,5.765,0.0
201,2019-02-01 19:15:00,0.0,0.0,94.4,0.742,0.0,0.0,0,879.9,2,296.412,0.35,5.765,0.0
202,2019-02-01 19:30:00,0.0,0.0,94.6,0.75,0.0,0.0,0,880.0,2,296.213,0.35,5.777,0.0
203,2019-02-01 19:45:00,0.0,0.0,94.6,0.758,0.0,0.0,0,879.9,2,296.014,0.35,5.777,0.0
204,2019-02-01 20:00:00,0.0,0.0,94.6,0.765,0.0,0.0,0,879.8,2,295.816,0.35,5.777,0.0
205,2019-02-01 20:15:00,0.0,0.0,94.7,0.754,0.0,0.0,0,879.5,2,294.726,0.35,5.783,0.0
206,2019-02-01 20:30:00,0.0,0.0,94.7,0.743,0.0,0.0,0,879.9,2,293.636,0.35,5.783,0.0
207,2019-02-01 20:45:00,0.0,0.0,94.7,0.731,0.0,0.0,0,879.9,2,292.547,0.35,5.783,0.0
208,2019-02-01 21:00:00,0.0,0.0,94.7,0.72,0.0,0.0,0,880.0,2,291.457,0.35,5.783,0.0
209,2019-02-01 21:15:00,0.0,0.0,94.7,0.688,0.0,0.0,0,879.8,2,290.988,0.35,5.783,0.0
210,2019-02-01 21:30:00,0.0,-0.2,94.7,0.656,0.0,0.0,0,879.9,2,290.519,0.35,5.7,3.58
211,2019-02-01 21:45:00,0.0,0.0,94.8,0.625,0.0,0.0,0,879.7,2,290.05,0.35,5.789,0.0
212,2019-02-01 22:00:00,0.0,0.0,94.9,0.593,0.0,0.0,0,879.7,2,289.581,0.35,5.796,0.0
213,2019-02-01 22:15:00,0.0,0.0,94.9,0.582,0.0,0.0,0,879.7,2,286.99,0.35,5.796,0.0
214,2019-02-01 22:30:00,0.0,-0.2,94.8,0.57,0.0,0.0,0,879.9,2,284.399,0.35,5.706,3.58
215,2019-02-01 22:45:00,0.0,-0.2,94.7,0.559,0.0,0.0,0,879.9,2,281.808,0.35,5.7,3.58
216,2019-02-01 23:00:00,0.0,0.0,94.9,0.547,0.0,0.0,0,879.9,2,279.217,0.35,5.796,0.0
217,2019-02-01 23:15:00,0.0,0.0,94.9,0.543,0.0,0.0,0,880.0,2,276.854,0.35,5.796,0.0
